,BHK,Rent,Size,City,Furnishing Status,Tenant Preferred,Bathroom
429,2,85000,650,Mumbai,Semi-Furnished,Bachelors,2
430,2,50000,1000,Mumbai,Semi-Furnished,Bachelors/Family,2
431,1,30000,570,Mumbai,Unfurnished,Bachelors/Family,1
432,2,120000,900,Mumbai,Semi-Furnished,Family,2
433,2,60000,760,Mumbai,Unfurnished,Family,2
434,3,84500,1150,Mumbai,Unfurnished,Family,3
435,3,80000,1100,Mumbai,Semi-Furnished,Family,3
436,3,50000,1000,Mumbai,Furnished,Bachelors/Family,3
437,2,40000,720,Mumbai,Unfurnished,Bachelors,2
438,1,25000,400,Mumbai,Unfurnished,Bachelors/Family,1
439,3,85000,850,Mumbai,Semi-Furnished,Family,3
440,2,40000,700,Mumbai,Semi-Furnished,Bachelors/Family,2
441,2,50000,900,Mumbai,Semi-Furnished,Bachelors,2
442,2,38000,650,Mumbai,Furnished,Family,2
443,2,50000,680,Mumbai,Unfurnished,Bachelors/Family,2
444,3,65000,950,Mumbai,Semi-Furnished,Bachelors/Family,3
445,1,32000,565,Mumbai,Unfurnished,Bachelors/Family,2
446,1,26000,450,Mumbai,Unfurnished,Bachelors/Family,1
447,2,60000,710,Mumbai,Semi-Furnished,Bachelors/Family,2
448,3,100000,1080,Mumbai,Unfurnished,Bachelors/Family,3
449,2,35000,700,Mumbai,Unfurnished,Family,2
450,3,68000,890,Mumbai,Unfurnished,Bachelors/Family,2
451,2,55000,720,Mumbai,Unfurnished,Bachelors/Family,2
452,3,65000,825,Mumbai,Furnished,Family,3
453,2,80000,500,Mumbai,Furnished,Bachelors/Family,2
454,2,53000,750,Mumbai,Semi-Furnished,Bachelors/Family,2
455,2,80000,750,Mumbai,Semi-Furnished,Bachelors/Family,2
456,1,17500,400,Mumbai,Unfurnished,Bachelors/Family,1
457,3,43000,750,Mumbai,Unfurnished,Family,2
458,1,13500,432,Mumbai,Unfurnished,Family,2
459,2,18000,780,Mumbai,Unfurnished,Family,2
460,2,75000,695,Mumbai,Semi-Furnished,Bachelors/Family,1
461,1,32000,475,Mumbai,Semi-Furnished,Family,2
462,2,55000,790,Mumbai,Unfurnished,Bachelors/Family,2
463,2,47000,661,Mumbai,Semi-Furnished,Bachelors/Family,2
464,2,35000,700,Mumbai,Semi-Furnished,Bachelors/Family,2
465,1,15000,420,Mumbai,Semi-Furnished,Family,1
466,2,50000,750,Mumbai,Unfurnished,Bachelors/Family,2
467,2,25500,950,Mumbai,Semi-Furnished,Bachelors/Family,3
468,3,55000,1350,Mumbai,Furnished,Bachelors/Family,3
469,2,65000,925,Mumbai,Furnished,Bachelors/Family,3
470,3,50000,1150,Mumbai,Semi-Furnished,Family,3
471,3,65000,1105,Mumbai,Unfurnished,Bachelors/Family,3
472,1,25000,410,Mumbai,Semi-Furnished,Bachelors,1
473,1,32000,460,Mumbai,Unfurnished,Bachelors/Family,2
474,1,21000,600,Mumbai,Semi-Furnished,Bachelors/Family,1
475,1,20000,570,Mumbai,Furnished,Bachelors/Family,2
476,2,55000,720,Mumbai,Furnished,Bachelors/Family,2
477,1,32000,500,Mumbai,Semi-Furnished,Bachelors,2
478,1,30000,415,Mumbai,Unfurnished,Bachelors,2
479,2,47000,585,Mumbai,Semi-Furnished,Bachelors/Family,2
480,1,27000,550,Mumbai,Furnished,Family,2
481,2,100000,1200,Mumbai,Furnished,Bachelors/Family,2
482,2,45002,600,Mumbai,Semi-Furnished,Bachelors/Family,2
483,2,48000,700,Mumbai,Semi-Furnished,Bachelors/Family,2
484,1,7500,500,Mumbai,Semi-Furnished,Bachelors,1
485,2,50000,850,Mumbai,Semi-Furnished,Bachelors/Family,2
486,3,55000,900,Mumbai,Semi-Furnished,Family,2
487,1,26000,400,Mumbai,Unfurnished,Bachelors/Family,1
488,2,17000,600,Mumbai,Unfurnished,Bachelors,2
489,2,40000,750,Mumbai,Semi-Furnished,Family,2
490,2,43000,628,Mumbai,Unfurnished,Bachelors/Family,2
491,3,120000,1200,Mumbai,Furnished,Family,3
492,2,21000,630,Mumbai,Semi-Furnished,Family,2
493,2,40000,650,Mumbai,Unfurnished,Bachelors/Family,2
494,2,40000,845,Mumbai,Furnished,Bachelors/Family,2
495,2,20000,900,Mumbai,Semi-Furnished,Bachelors/Family,2
496,2,60000,807,Mumbai,Unfurnished,Bachelors,2
497,2,35000,1100,Mumbai,Semi-Furnished,Bachelors/Family,2
498,2,6500,790,Mumbai,Unfurnished,Bachelors/Family,2
499,2,38000,650,Mumbai,Unfurnished,Family,2
500,2,35000,800,Mumbai,Semi-Furnished,Family,2
501,2,32000,830,Mumbai,Semi-Furnished,Bachelors/Family,2
502,1,16000,410,Mumbai,Unfurnished,Bachelors,1
503,1,33000,428,Mumbai,Semi-Furnished,Bachelors/Family,2
504,1,8500,550,Mumbai,Semi-Furnished,Bachelors/Family,1
505,2,60000,630,Mumbai,Unfurnished,Bachelors,2
506,1,20000,550,Mumbai,Unfurnished,Bachelors,2
507,1,38000,450,Mumbai,Unfurnished,Bachelors/Family,2
508,2,100000,750,Mumbai,Unfurnished,Bachelors/Family,2
509,2,65000,800,Mumbai,Semi-Furnished,Bachelors/Family,2
510,3,80000,1050,Mumbai,Furnished,Family,3
511,2,85000,850,Mumbai,Furnished,Bachelors,2
512,3,55000,950,Mumbai,Unfurnished,Bachelors/Family,3
513,1,23000,435,Mumbai,Semi-Furnished,Bachelors,2
514,2,55000,860,Mumbai,Semi-Furnished,Family,2
515,2,46000,680,Mumbai,Semi-Furnished,Bachelors/Family,2
516,1,22000,433,Mumbai,Unfurnished,Bachelors,2
517,2,55100,710,Mumbai,Semi-Furnished,Bachelors/Family,2
518,2,65000,700,Mumbai,Furnished,Bachelors,2
519,1,33000,550,Mumbai,Unfurnished,Bachelors/Family,1
520,1,25000,490,Mumbai,Semi-Furnished,Bachelors/Family,1
521,1,33000,425,Mumbai,Unfurnished,Bachelors/Family,2
522,2,35000,550,Mumbai,Semi-Furnished,Bachelors,2
523,3,80000,950,Mumbai,Unfurnished,Bachelors/Family,3
524,1,10000,425,Mumbai,Semi-Furnished,Bachelors,2
525,3,92500,1000,Mumbai,Furnished,Bachelors/Family,3
526,2,57000,710,Mumbai,Semi-Furnished,Bachelors/Family,2
527,1,29999,433,Mumbai,Semi-Furnished,Bachelors/Family,2
528,2,42000,650,Mumbai,Furnished,Bachelors,2
529,2,24000,600,Mumbai,Semi-Furnished,Bachelors/Family,1
530,2,35000,850,Mumbai,Semi-Furnished,Family,2
531,2,45000,490,Mumbai,Furnished,Bachelors/Family,2
532,2,36000,690,Mumbai,Semi-Furnished,Bachelors,2
533,2,53500,635,Mumbai,Unfurnished,Bachelors/Family,2
534,3,80000,1100,Mumbai,Furnished,Bachelors/Family,2
535,2,95000,750,Mumbai,Unfurnished,Bachelors,2
536,2,45000,700,Mumbai,Semi-Furnished,Bachelors/Family,2
537,2,110000,1150,Mumbai,Unfurnished,Bachelors/Family,2
538,3,120000,1379,Mumbai,Unfurnished,Bachelors/Family,3
539,1,60000,500,Mumbai,Furnished,Bachelors/Family,1
540,3,120000,1400,Mumbai,Unfurnished,Bachelors/Family,3
541,2,50000,935,Mumbai,Furnished,Bachelors/Family,2
542,2,36000,535,Mumbai,Unfurnished,Bachelors/Family,2
543,3,61000,1550,Mumbai,Semi-Furnished,Bachelors/Family,3
544,3,70000,1100,Mumbai,Furnished,Bachelors/Family,3
545,3,42000,950,Mumbai,Unfurnished,Bachelors/Family,3
546,1,27000,400,Mumbai,Unfurnished,Bachelors/Family,1
547,2,60000,700,Mumbai,Furnished,Bachelors,2
548,3,85000,850,Mumbai,Furnished,Bachelors/Family,2
549,2,75000,900,Mumbai,Furnished,Bachelors/Family,2
550,2,55000,700,Mumbai,Furnished,Bachelors/Family,2
551,1,35000,463,Mumbai,Furnished,Bachelors/Family,2
552,2,70000,1000,Mumbai,Semi-Furnished,Bachelors/Family,2
553,1,35000,450,Mumbai,Semi-Furnished,Bachelors,2
554,2,45000,700,Mumbai,Unfurnished,Bachelors,2
555,3,50000,1325,Mumbai,Furnished,Bachelors/Family,3
556,2,50000,950,Mumbai,Furnished,Bachelors/Family,2
557,1,42000,600,Mumbai,Semi-Furnished,Bachelors/Family,1
558,2,19500,905,Mumbai,Semi-Furnished,Bachelors/Family,2
559,3,90000,1500,Mumbai,Furnished,Bachelors/Family,3
560,1,60000,455,Mumbai,Unfurnished,Bachelors/Family,1
561,2,55000,850,Mumbai,Semi-Furnished,Bachelors,2
562,3,40000,1100,Mumbai,Unfurnished,Family,2
563,1,40000,430,Mumbai,Unfurnished,Bachelors/Family,2
564,2,36000,650,Mumbai,Semi-Furnished,Bachelors/Family,2
565,2,45000,795,Mumbai,Unfurnished,Bachelors/Family,2
566,2,100000,800,Mumbai,Furnished,Bachelors/Family,2
567,1,42000,700,Mumbai,Furnished,Bachelors/Family,1
568,1,45000,450,Mumbai,Furnished,Family,2
569,2,40000,575,Mumbai,Semi-Furnished,Bachelors/Family,2
570,2,50000,650,Mumbai,Furnished,Bachelors,3
571,2,50000,1200,Mumbai,Semi-Furnished,Bachelors/Family,2
572,1,34000,656,Mumbai,Unfurnished,Bachelors/Family,2
573,3,93000,1600,Mumbai,Semi-Furnished,Family,3
574,3,69999,950,Mumbai,Unfurnished,Family,3
575,2,48000,719,Mumbai,Semi-Furnished,Family,2
576,3,55000,1100,Mumbai,Unfurnished,Bachelors,3
577,2,40000,650,Mumbai,Semi-Furnished,Bachelors/Family,2
578,2,75000,720,Mumbai,Semi-Furnished,Bachelors/Family,2
579,2,23000,670,Mumbai,Semi-Furnished,Bachelors/Family,2
580,3,55000,925,Mumbai,Unfurnished,Bachelors,2
581,1,40000,420,Mumbai,Semi-Furnished,Family,2
582,2,35000,650,Mumbai,Unfurnished,Bachelors/Family,2
583,2,33003,700,Mumbai,Furnished,Family,2
584,2,65000,935,Mumbai,Semi-Furnished,Bachelors/Family,2
585,2,45000,980,Mumbai,Semi-Furnished,Bachelors/Family,2
586,2,55000,700,Mumbai,Furnished,Bachelors,3
587,2,56000,720,Mumbai,Semi-Furnished,Bachelors/Family,2
588,2,55000,750,Mumbai,Semi-Furnished,Bachelors,2
589,2,28000,700,Mumbai,Furnished,Bachelors/Family,2
590,1,50000,413,Mumbai,Furnished,Bachelors/Family,1
591,2,8000,890,Mumbai,Unfurnished,Bachelors/Family,2
592,3,75000,1200,Mumbai,Semi-Furnished,Bachelors/Family,3
593,3,83000,1100,Mumbai,Furnished,Bachelors,3
594,1,32000,420,Mumbai,Semi-Furnished,Family,2
595,2,39000,630,Mumbai,Unfurnished,Family,2
596,1,25000,450,Mumbai,Semi-Furnished,Bachelors,2
597,3,90000,1350,Mumbai,Unfurnished,Family,3
598,2,95000,825,Mumbai,Furnished,Bachelors,2
599,1,30000,550,Mumbai,Semi-Furnished,Bachelors/Family,1
600,1,18500,430,Mumbai,Unfurnished,Family,1
601,3,75000,1100,Mumbai,Semi-Furnished,Bachelors/Family,3
602,3,100000,1250,Mumbai,Furnished,Bachelors/Family,3
603,2,45000,710,Mumbai,Unfurnished,Bachelors/Family,2
604,2,20000,400,Mumbai,Furnished,Bachelors/Family,1
605,1,40000,500,Mumbai,Semi-Furnished,Bachelors/Family,1
606,2,40000,650,Mumbai,Furnished,Bachelors/Family,2
607,2,48000,670,Mumbai,Semi-Furnished,Family,2
608,2,15000,610,Mumbai,Semi-Furnished,Bachelors,1
609,1,28000,400,Mumbai,Furnished,Bachelors/Family,2
610,2,34000,471,Mumbai,Semi-Furnished,Bachelors,2
611,1,75000,550,Mumbai,Furnished,Bachelors/Family,2
612,2,45000,630,Mumbai,Semi-Furnished,Bachelors/Family,1
613,1,35000,500,Mumbai,Semi-Furnished,Bachelors/Family,2
614,1,32000,400,Mumbai,Furnished,Bachelors/Family,1
615,2,17000,1000,Mumbai,Unfurnished,Bachelors/Family,2
616,2,35000,650,Mumbai,Semi-Furnished,Bachelors/Family,2
617,1,8500,500,Mumbai,Unfurnished,Bachelors,1
618,3,80000,850,Mumbai,Semi-Furnished,Bachelors/Family,2
619,1,55000,550,Mumbai,Semi-Furnished,Bachelors,1
620,1,25000,430,Mumbai,Unfurnished,Family,2
621,3,40000,1030,Mumbai,Furnished,Family,3
622,1,45000,500,Mumbai,Unfurnished,Bachelors,2
623,2,51000,985,Mumbai,Unfurnished,Bachelors/Family,2
624,3,60000,1050,Mumbai,Unfurnished,Bachelors,3
625,2,36000,700,Mumbai,Unfurnished,Bachelors/Family,2
626,3,75000,1000,Mumbai,Furnished,Bachelors/Family,3
627,2,8000,550,Mumbai,Unfurnished,Family,2
628,3,50000,806,Mumbai,Semi-Furnished,Bachelors/Family,2
629,3,100000,1400,Mumbai,Furnished,Bachelors/Family,3
630,1,16500,470,Mumbai,Semi-Furnished,Family,2
631,2,34000,583,Mumbai,Unfurnished,Family,2
632,2,32000,475,Mumbai,Unfurnished,Bachelors,2
633,2,50000,900,Mumbai,Furnished,Family,2
634,1,24000,500,Mumbai,Semi-Furnished,Bachelors/Family,1
635,2,62000,806,Mumbai,Unfurnished,Bachelors/Family,3
636,1,100000,400,Mumbai,Furnished,Bachelors/Family,1
637,1,21000,650,Mumbai,Semi-Furnished,Bachelors/Family,2
638,1,27000,550,Mumbai,Semi-Furnished,Bachelors/Family,2
639,2,90000,994,Mumbai,Semi-Furnished,Bachelors/Family,2
640,1,8000,520,Mumbai,Semi-Furnished,Bachelors/Family,2
641,1,75000,575,Mumbai,Semi-Furnished,Family,1
642,1,15000,470,Mumbai,Semi-Furnished,Family,2
643,3,62000,1100,Mumbai,Semi-Furnished,Family,3
644,1,43500,480,Mumbai,Furnished,Bachelors/Family,2
645,2,62000,750,Mumbai,Unfurnished,Bachelors/Family,2
646,2,77500,724,Mumbai,Semi-Furnished,Bachelors,2
647,1,30000,600,Mumbai,Furnished,Bachelors/Family,1
648,3,110000,1076,Mumbai,Semi-Furnished,Bachelors/Family,2
649,1,20000,800,Mumbai,Unfurnished,Bachelors/Family,2
650,1,55000,500,Mumbai,Unfurnished,Bachelors/Family,2
651,2,70000,700,Mumbai,Semi-Furnished,Bachelors,2
652,1,48000,485,Mumbai,Furnished,Bachelors/Family,2
653,1,32000,478,Mumbai,Semi-Furnished,Bachelors/Family,2
654,3,32000,1200,Mumbai,Semi-Furnished,Bachelors/Family,3
655,2,36000,620,Mumbai,Semi-Furnished,Family,2
656,3,15000,704,Mumbai,Unfurnished,Bachelors/Family,2
657,2,40000,710,Mumbai,Unfurnished,Bachelors/Family,2
658,1,28000,525,Mumbai,Unfurnished,Bachelors/Family,1
659,2,40000,755,Mumbai,Semi-Furnished,Bachelors,2
660,2,45000,700,Mumbai,Unfurnished,Bachelors/Family,2
661,2,36000,650,Mumbai,Unfurnished,Family,2
662,1,59000,470,Mumbai,Semi-Furnished,Bachelors,1
663,1,40000,450,Mumbai,Semi-Furnished,Bachelors/Family,2
664,2,40000,625,Mumbai,Semi-Furnished,Bachelors/Family,2
665,2,72000,700,Mumbai,Furnished,Bachelors,2
666,2,40000,600,Mumbai,Unfurnished,Family,2
667,2,16000,600,Mumbai,Unfurnished,Family,1
668,2,65000,950,Mumbai,Semi-Furnished,Bachelors/Family,2
669,2,33000,825,Mumbai,Unfurnished,Bachelors/Family,2
670,2,27000,650,Mumbai,Unfurnished,Bachelors,2
671,2,52000,750,Mumbai,Semi-Furnished,Bachelors/Family,2
672,3,95000,900,Mumbai,Semi-Furnished,Family,3
673,2,68000,805,Mumbai,Semi-Furnished,Bachelors/Family,3
674,2,48000,742,Mumbai,Unfurnished,Family,2
675,2,32000,550,Mumbai,Semi-Furnished,Bachelors/Family,2
676,2,42000,745,Mumbai,Semi-Furnished,Bachelors/Family,2
677,2,60000,800,Mumbai,Furnished,Family,2
678,3,51500,1265,Mumbai,Unfurnished,Family,3
679,2,85000,902,Mumbai,Semi-Furnished,Bachelors/Family,2
680,2,100000,750,Mumbai,Furnished,Bachelors/Family,2
681,2,65000,600,Mumbai,Unfurnished,Bachelors,2
682,1,23000,500,Mumbai,Unfurnished,Bachelors/Family,1
683,2,40000,600,Mumbai,Unfurnished,Bachelors/Family,2
684,3,45000,950,Mumbai,Unfurnished,Bachelors/Family,3
685,1,23500,400,Mumbai,Unfurnished,Bachelors/Family,1
686,1,22000,430,Mumbai,Unfurnished,Family,1
687,2,75000,700,Mumbai,Semi-Furnished,Bachelors,3
688,2,41000,780,Mumbai,Unfurnished,Bachelors/Family,2
689,2,53000,750,Mumbai,Furnished,Bachelors/Family,2
690,2,65000,850,Mumbai,Furnished,Bachelors/Family,2
691,1,48000,500,Mumbai,Furnished,Bachelors,1
692,2,75000,900,Mumbai,Unfurnished,Bachelors/Family,2
693,2,39000,750,Mumbai,Semi-Furnished,Family,2
694,3,70000,1100,Mumbai,Semi-Furnished,Bachelors/Family,2
695,1,25000,596,Mumbai,Semi-Furnished,Bachelors/Family,1
696,2,45000,680,Mumbai,Unfurnished,Bachelors,2
697,1,35000,510,Mumbai,Semi-Furnished,Bachelors/Family,1
698,1,39000,500,Mumbai,Furnished,Family,1
699,3,84000,1000,Mumbai,Furnished,Bachelors/Family,3
700,3,68000,1260,Mumbai,Unfurnished,Family,3
701,1,26000,475,Mumbai,Unfurnished,Bachelors/Family,2
702,2,42000,620,Mumbai,Semi-Furnished,Family,2
703,1,35000,490,Mumbai,Furnished,Bachelors/Family,1
704,2,44000,710,Mumbai,Semi-Furnished,Bachelors/Family,2
705,2,60000,720,Mumbai,Unfurnished,Bachelors/Family,2
706,2,45000,770,Mumbai,Semi-Furnished,Bachelors,2
707,1,65000,500,Mumbai,Furnished,Bachelors/Family,1
708,2,75000,1000,Mumbai,Semi-Furnished,Bachelors/Family,2
709,2,45000,660,Mumbai,Semi-Furnished,Bachelors,2
710,1,9400,600,Mumbai,Semi-Furnished,Bachelors/Family,1
711,2,100000,900,Mumbai,Furnished,Bachelors/Family,2
712,2,65000,750,Mumbai,Furnished,Bachelors/Family,2
713,3,120000,1200,Mumbai,Furnished,Bachelors/Family,3
714,2,75000,694,Mumbai,Semi-Furnished,Bachelors/Family,2
715,2,55000,750,Mumbai,Furnished,Bachelors/Family,2
716,3,70000,1000,Mumbai,Semi-Furnished,Bachelors/Family,3
717,1,30000,500,Mumbai,Furnished,Bachelors/Family,1
718,3,40000,1200,Mumbai,Semi-Furnished,Family,2
719,2,46000,710,Mumbai,Unfurnished,Bachelors/Family,2
720,1,27000,472,Mumbai,Semi-Furnished,Bachelors,2
721,2,95000,1000,Mumbai,Semi-Furnished,Bachelors/Family,2
722,2,94000,800,Mumbai,Semi-Furnished,Family,2
723,2,40000,650,Mumbai,Unfurnished,Bachelors,2
724,2,30000,600,Mumbai,Unfurnished,Bachelors/Family,2
725,2,95000,750,Mumbai,Furnished,Bachelors,2
726,1,14000,421,Mumbai,Unfurnished,Bachelors/Family,1
727,3,100000,1300,Mumbai,Semi-Furnished,Family,3
728,2,57000,800,Mumbai,Semi-Furnished,Bachelors/Family,2
729,2,45000,650,Mumbai,Semi-Furnished,Bachelors/Family,2
730,1,11000,650,Mumbai,Furnished,Bachelors/Family,2
731,2,50000,650,Mumbai,Semi-Furnished,Bachelors/Family,2
732,2,35000,680,Mumbai,Unfurnished,Bachelors/Family,2
733,1,52000,475,Mumbai,Unfurnished,Bachelors/Family,1
734,2,28000,600,Mumbai,Unfurnished,Bachelors/Family,2
735,1,18000,450,Mumbai,Unfurnished,Bachelors/Family,1
736,1,30000,400,Mumbai,Unfurnished,Bachelors,1
737,3,45000,985,Mumbai,Unfurnished,Family,3
738,2,58000,650,Mumbai,Semi-Furnished,Family,2
739,2,65000,805,Mumbai,Semi-Furnished,Bachelors/Family,3
740,1,24000,650,Mumbai,Semi-Furnished,Bachelors/Family,1
741,1,54500,515,Mumbai,Unfurnished,Bachelors/Family,1
742,3,70000,1000,Mumbai,Semi-Furnished,Bachelors/Family,2
743,3,67000,1050,Mumbai,Semi-Furnished,Family,3
744,2,75000,777,Mumbai,Furnished,Bachelors/Family,2
745,2,45000,831,Mumbai,Unfurnished,Family,2
746,2,95000,900,Mumbai,Semi-Furnished,Bachelors,2
747,2,40000,753,Mumbai,Unfurnished,Bachelors/Family,2
748,2,80000,670,Mumbai,Unfurnished,Bachelors,2
749,2,44000,880,Mumbai,Unfurnished,Bachelors,2
750,2,50000,751,Mumbai,Semi-Furnished,Bachelors/Family,2
751,1,46000,500,Mumbai,Furnished,Family,1
752,1,35000,430,Mumbai,Furnished,Bachelors/Family,1
753,3,75000,1088,Mumbai,Semi-Furnished,Bachelors/Family,3
754,3,110000,1200,Mumbai,Furnished,Bachelors/Family,3
755,2,29500,700,Mumbai,Unfurnished,Bachelors/Family,2
756,3,53000,1000,Mumbai,Semi-Furnished,Bachelors/Family,2
757,2,85000,750,Mumbai,Semi-Furnished,Bachelors/Family,2
758,1,26000,450,Mumbai,Unfurnished,Bachelors,2
759,1,33000,640,Mumbai,Furnished,Bachelors/Family,2
760,3,70000,850,Mumbai,Unfurnished,Bachelors,3
761,2,37000,685,Mumbai,Semi-Furnished,Bachelors,2
762,1,27000,400,Mumbai,Unfurnished,Bachelors,2
763,1,35500,500,Mumbai,Furnished,Bachelors/Family,2
764,1,24000,550,Mumbai,Unfurnished,Bachelors,1
765,2,18500,650,Mumbai,Unfurnished,Family,2
766,2,70000,1050,Mumbai,Furnished,Bachelors/Family,2
767,3,55000,850,Mumbai,Unfurnished,Bachelors,3
768,2,50000,800,Mumbai,Semi-Furnished,Bachelors/Family,2
769,3,90100,975,Mumbai,Semi-Furnished,Bachelors/Family,2
770,2,80000,700,Mumbai,Furnished,Family,2
771,2,95000,850,Mumbai,Semi-Furnished,Bachelors/Family,2
772,2,50000,850,Mumbai,Unfurnished,Bachelors/Family,2
773,2,43000,724,Mumbai,Unfurnished,Bachelors/Family,2
774,2,55000,650,Mumbai,Furnished,Bachelors,2
775,2,33000,700,Mumbai,Unfurnished,Bachelors,2
776,2,47000,785,Mumbai,Furnished,Bachelors/Family,2
777,3,75000,1250,Mumbai,Semi-Furnished,Family,3
778,4,45000,1016,Mumbai,Unfurnished,Bachelors/Family,3
779,1,40000,475,Mumbai,Unfurnished,Bachelors,1
780,1,40000,444,Mumbai,Unfurnished,Bachelors,2
781,2,32000,640,Mumbai,Unfurnished,Bachelors/Family,2
782,1,40000,508,Mumbai,Semi-Furnished,Bachelors/Family,2
783,2,47000,720,Mumbai,Unfurnished,Bachelors,2
784,1,32000,430,Mumbai,Unfurnished,Family,1
785,2,8000,623,Mumbai,Unfurnished,Family,2
786,3,85000,1000,Mumbai,Semi-Furnished,Bachelors/Family,3
787,3,65000,1100,Mumbai,Unfurnished,Bachelors,3
788,3,75000,1255,Mumbai,Furnished,Bachelors/Family,3
789,1,26500,450,Mumbai,Furnished,Family,2
790,2,45000,650,Mumbai,Furnished,Bachelors/Family,2
791,2,95000,955,Mumbai,Semi-Furnished,Bachelors,2
792,2,38000,700,Mumbai,Unfurnished,Bachelors/Family,2
793,2,40000,625,Mumbai,Semi-Furnished,Bachelors,2
794,2,85000,870,Mumbai,Furnished,Bachelors/Family,2
795,3,110000,1300,Mumbai,Semi-Furnished,Bachelors/Family,3
796,2,40000,750,Mumbai,Unfurnished,Family,2
797,2,45000,750,Mumbai,Furnished,Bachelors,2
798,2,52000,550,Mumbai,Furnished,Bachelors/Family,2
799,3,65000,1000,Mumbai,Semi-Furnished,Bachelors/Family,3
800,2,50000,770,Mumbai,Unfurnished,Bachelors/Family,2
801,2,54000,800,Mumbai,Unfurnished,Family,2
802,1,60000,550,Mumbai,Furnished,Bachelors,2
803,2,65000,800,Mumbai,Unfurnished,Family,2
804,2,35000,615,Mumbai,Unfurnished,Family,2
805,2,43000,663,Mumbai,Unfurnished,Bachelors/Family,2
806,1,20000,400,Mumbai,Semi-Furnished,Bachelors/Family,1
807,2,57000,625,Mumbai,Furnished,Bachelors,2
808,1,25000,425,Mumbai,Unfurnished,Bachelors,1
809,2,56000,649,Mumbai,Semi-Furnished,Bachelors,2
810,2,55000,905,Mumbai,Unfurnished,Bachelors,2
811,2,18000,882,Mumbai,Unfurnished,Bachelors,2
812,3,100000,1200,Mumbai,Furnished,Bachelors/Family,3
813,2,76000,736,Mumbai,Unfurnished,Family,2
814,2,39000,720,Mumbai,Unfurnished,Bachelors/Family,2
815,1,12500,555,Mumbai,Unfurnished,Bachelors,1
816,1,35000,415,Mumbai,Unfurnished,Bachelors/Family,1
817,2,55000,649,Mumbai,Semi-Furnished,Bachelors,2
818,3,90000,1000,Mumbai,Furnished,Bachelors,2
819,2,25000,1065,Mumbai,Furnished,Bachelors/Family,2
820,2,90000,854,Mumbai,Semi-Furnished,Bachelors/Family,2
821,1,55000,500,Mumbai,Unfurnished,Bachelors,1
822,3,70000,906,Mumbai,Semi-Furnished,Bachelors/Family,3
823,2,25000,500,Mumbai,Furnished,Bachelors/Family,1
824,1,35000,450,Mumbai,Unfurnished,Bachelors/Family,1
825,3,120000,1130,Mumbai,Semi-Furnished,Bachelors/Family,3
826,1,27000,495,Mumbai,Furnished,Bachelors/Family,2
827,1,25000,407,Mumbai,Unfurnished,Bachelors/Family,2
828,2,32000,610,Mumbai,Unfurnished,Family,2
829,1,40000,500,Mumbai,Furnished,Bachelors/Family,2
830,2,52000,750,Mumbai,Unfurnished,Bachelors/Family,2
831,2,80000,750,Mumbai,Furnished,Bachelors,2
832,2,55000,850,Mumbai,Furnished,Bachelors/Family,2
833,1,85000,695,Mumbai,Furnished,Bachelors/Family,2
834,1,40000,415,Mumbai,Semi-Furnished,Bachelors/Family,2
835,1,21000,450,Mumbai,Unfurnished,Bachelors,2
836,3,43000,850,Mumbai,Unfurnished,Family,3
837,2,58000,805,Mumbai,Semi-Furnished,Bachelors/Family,3
838,2,46000,669,Mumbai,Unfurnished,Bachelors,2
839,1,21000,600,Mumbai,Furnished,Bachelors/Family,1
840,2,46000,725,Mumbai,Unfurnished,Bachelors/Family,2
841,2,60000,750,Mumbai,Semi-Furnished,Bachelors/Family,2
842,3,65000,1050,Mumbai,Semi-Furnished,Bachelors,3
843,2,15000,600,Mumbai,Unfurnished,Bachelors/Family,2
844,3,90000,1110,Mumbai,Furnished,Bachelors/Family,3
845,2,62000,650,Mumbai,Unfurnished,Family,2
846,3,80000,1100,Mumbai,Unfurnished,Bachelors/Family,3
847,3,80000,1110,Mumbai,Semi-Furnished,Bachelors/Family,3
848,3,55000,999,Mumbai,Semi-Furnished,Family,2
849,3,100000,1000,Mumbai,Furnished,Bachelors/Family,3
850,3,100000,1256,Mumbai,Furnished,Family,3
851,2,79500,750,Mumbai,Semi-Furnished,Family,2
852,3,84500,889,Mumbai,Semi-Furnished,Bachelors/Family,2
853,2,100000,750,Mumbai,Semi-Furnished,Bachelors/Family,2
854,1,35000,480,Mumbai,Semi-Furnished,Family,2
855,2,72000,660,Mumbai,Semi-Furnished,Bachelors/Family,2
856,1,26000,434,Mumbai,Semi-Furnished,Bachelors/Family,2
857,3,72000,1121,Mumbai,Unfurnished,Bachelors/Family,3
858,1,8000,620,Mumbai,Semi-Furnished,Bachelors/Family,2
859,1,52000,470,Mumbai,Semi-Furnished,Bachelors/Family,2
860,1,13000,410,Mumbai,Unfurnished,Family,1
861,3,45000,850,Mumbai,Unfurnished,Family,3
862,2,63000,888,Mumbai,Furnished,Bachelors/Family,2
863,1,28500,565,Mumbai,Furnished,Bachelors/Family,2
864,2,38000,661,Mumbai,Semi-Furnished,Bachelors/Family,2
865,1,26000,450,Mumbai,Unfurnished,Family,2
866,3,70000,1300,Mumbai,Unfurnished,Bachelors,3
867,2,41000,600,Mumbai,Furnished,Family,2
868,2,27000,900,Mumbai,Semi-Furnished,Bachelors/Family,3
